filename,source_repo,source_path,content,content_length,vulnerable,confidence,notes,checkov_findings,scraped_date
iam.tf,baka126/terraform-k8s-irsa-iam,examples\complete\iam.tf,"resource ""aws_iam_policy"" ""this"" {
  name        = ""example-policy""
  description = ""Custom policy to allow access to S3 ""

  policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [
      {
        Sid    = ""aws""
        Effect = ""Allow""
        Action = [
          ""s3:ListBucket"",
          ""s3:PutObject"",
          ""s3:GetObject"",
          ""s3:DeleteObject""
        ]
        Resource = [
          ""arn:aws:s3:::example-bucket"",
          ""arn:aws:s3:::example-bucket/*"",
        ]
      }
    ]
  })
}
",521,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:06:11
main.tf,thanhbn87/terraform-aws-iam-role,main.tf,"locals {
  temp_file_assumerole = var.temp_file_assumerole == """" ? ""${path.module}/AssumeRoleService.json.tpl"" : var.temp_file_assumerole 
  temp_file_policy     = var.temp_file_policy == """" ? ""${path.module}/Policy.json.tpl"" : var.temp_file_policy 
}

data ""template_file"" ""assume_role"" {
  count    = var.enabled ? 1 : 0
  template = file(local.temp_file_assumerole)
  vars {
    identifiers = jsonencode(var.identifiers)
  }
}

data ""template_file"" ""inline"" {
  count    = var.inline_policy && var.enabled ? 1 : 0
  template = file(local.temp_file_policy)
  vars {
    resources = jsonencode(var.resources)
  }
}

resource ""aws_iam_role"" ""this"" {
  count = var.enabled ? 1 : 0
  name  = local.name
  path  = var.path
  tags  = var.tags
  description        = var.description
  assume_role_policy = data.template_file.assume_role.rendered
}

resource ""aws_iam_role_policy_attachment"" ""arn"" {
  count      = var.enabled ? length(var.policy_arns) : 0
  role       = aws_iam_role.this[0].name
  policy_arn = element(var.policy_arns,count.index)
}

resource ""aws_iam_role_policy"" ""inline"" {
  count  = var.inline_policy && var.enabled ? 1 : 0
  name   = var.inline_policy_name == """" ? local.name : var.inline_policy_name
  role   = aws_iam_role.this.id
  policy = data.template_file.inline.rendered
}

resource ""aws_iam_instance_profile"" ""ec2"" {
  count = contains(var.identifiers, ""ec2.amazonaws.com"") && var.enabled ? 1 : 0
  name  = var.name
  role  = aws_iam_role.this[0].name
}",1480,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:06:14
iam.tf,MaheshShukla1/aws-devsecops-infra,modules\ec2\iam.tf,"resource ""aws_iam_role"" ""ec2_role"" {
  name = ""ec2-s3-readonly-role""

  assume_role_policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [{
      Action    = ""sts:AssumeRole""
      Effect    = ""Allow""
      Principal = {
        Service = ""ec2.amazonaws.com""
      }
    }]
  })
}

resource ""aws_iam_policy"" ""s3_readonly"" {
  name   = ""S3ReadOnlyPolicy""
  policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [{
      Action   = [""s3:GetObject"",""s3:ListBucket""]
      Effect   = ""Allow""
      Resource = [
        ""arn:aws:s3:::${var.s3_bucket_name}"",
        ""arn:aws:s3:::${var.s3_bucket_name}/*""
      ]
    }]
  })
}

resource ""aws_iam_role_policy_attachment"" ""attach"" {
  role       = aws_iam_role.ec2_role.name
  policy_arn = aws_iam_policy.s3_readonly.arn
}

resource ""aws_iam_instance_profile"" ""ec2_profile"" {
  name = ""ec2_instance_profile""
  role = aws_iam_role.ec2_role.name
}",911,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:06:16
data.tf,clouddrove/terraform-aws-iam-role,data.tf,"data ""aws_caller_identity"" ""current"" {
  provider = aws
}

data ""aws_iam_policy_document"" ""default_assume_role"" {
  count = var.enabled ? 1 : 0
  statement {
    effect = ""Allow""

    principals {
      type        = ""AWS""
      identifiers = [""arn:aws:iam::${data.aws_caller_identity.current.account_id}:root""]
    }

    actions = [""sts:AssumeRole""]
  }
}
",358,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:06:19
main.tf,clouddrove/terraform-aws-iam-role,main.tf,"##-----------------------------------------------------------------------------
## Labels module callled that will be used for naming and tags.
##-----------------------------------------------------------------------------
module ""labels"" {
  source  = ""clouddrove/labels/aws""
  version = ""1.3.1""

  enabled     = var.enabled
  name        = var.name
  repository  = var.repository
  environment = var.environment
  managedby   = var.managedby
  label_order = var.label_order
  extra_tags  = var.tags
}

##-----------------------------------------------------------------------------
## Below resource will deploy IAM role in AWS environment.
##-----------------------------------------------------------------------------
resource ""aws_iam_role"" ""default"" {
  count                 = var.enabled ? 1 : 0
  name                  = module.labels.id
  assume_role_policy    = coalesce(var.assume_role_policy, data.aws_iam_policy_document.default_assume_role[0].json)
  force_detach_policies = var.force_detach_policies
  path                  = var.path
  description           = var.description
  max_session_duration  = var.max_session_duration
  permissions_boundary  = var.permissions_boundary
  tags                  = module.labels.tags
}

##-----------------------------------------------------------------------------
## Below resource will deploy IAM policy and attach it to above created IAM role.
##-----------------------------------------------------------------------------
resource ""aws_iam_role_policy"" ""default"" {
  count  = var.enabled && var.policy_enabled && var.policy_arn == """" ? 1 : 0
  name   = format(""%s-policy"", module.labels.id)
  role   = aws_iam_role.default[0].id
  policy = var.policy
}

##-----------------------------------------------------------------------------
## Below resource will attach IAM policy to above created IAM role.
##-----------------------------------------------------------------------------
resource ""aws_iam_role_policy_attachment"" ""default"" {
  count      = var.enabled && var.policy_enabled && var.policy_arn != """" ? 1 : 0
  role       = aws_iam_role.default[0].id
  policy_arn = var.policy_arn
}

##-----------------------------------------------------------------------------
## Below resource will attach managed policies arn to IAM role
##-----------------------------------------------------------------------------
resource ""aws_iam_role_policy_attachment"" ""managed_policy"" {
  for_each   = var.enabled ? toset(var.managed_policy_arns) : []
  role       = aws_iam_role.default[0].id
  policy_arn = each.value
}

",2577,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:06:19
main.tf,clouddrove/terraform-aws-iam-role,examples\complete\main.tf,"provider ""aws"" {
  region = ""eu-west-1""
}

locals {
  name        = ""role-test""
  environment = ""test""
}

##-----------------------------------------------------------------------------
## IAM role module call.
##-----------------------------------------------------------------------------
module ""iam-role"" {
  source             = ""./../../""
  name               = local.name
  environment        = local.environment
  assume_role_policy = data.aws_iam_policy_document.default.json
  policy_enabled     = true
  policy             = data.aws_iam_policy_document.iam-policy.json
  managed_policy_arns = [
    ""arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess"",
  ]
}

##-----------------------------------------------------------------------------
## Data block to create IAM policy.
##-----------------------------------------------------------------------------
data ""aws_iam_policy_document"" ""default"" {
  statement {
    effect  = ""Allow""
    actions = [""sts:AssumeRole""]
    principals {
      type        = ""Service""
      identifiers = [""ec2.amazonaws.com""]
    }
  }
}

##-----------------------------------------------------------------------------
## Data block to create IAM policy.
##-----------------------------------------------------------------------------
data ""aws_iam_policy_document"" ""iam-policy"" {
  statement {
    actions = [
      ""ssm:UpdateInstanceInformation"",
      ""ssmmessages:CreateControlChannel"",
      ""ssmmessages:CreateDataChannel"",
      ""ssmmessages:OpenControlChannel"",
    ""ssmmessages:OpenDataChannel""]
    effect    = ""Allow""
    resources = [""*""]
  }
}

",1598,True,High,Wildcard action (*) with wildcard resource (*),Checkov not installed,2026-06-14 20:06:19
main.tf,clouddrove/terraform-aws-iam-role,modules\aws_github_oidc_role\main.tf,"

##-----------------------------------------------------------------------------
## Labels module callled that will be used for naming and tags.
##-----------------------------------------------------------------------------
module ""labels"" {
  source  = ""clouddrove/labels/aws""
  version = ""1.3.0""

  name        = var.name
  repository  = var.repository
  environment = var.environment
  managedby   = var.managedby
  label_order = var.label_order
}

##-----------------------------------------------------------------------------
## Data block to tls certificate.
##-----------------------------------------------------------------------------

data ""tls_certificate"" ""github"" {
  url = var.provider_url
}

##-----------------------------------------------------------------------------
## Data block for openid connect provider
##-----------------------------------------------------------------------------

data ""aws_iam_openid_connect_provider"" ""github"" {
  count = var.oidc_provider_exists ? 1 : 0
  url   = var.provider_url
}

##-----------------------------------------------------------------------------
## Include iam openid connect provider resource here
##-----------------------------------------------------------------------------


resource ""aws_iam_openid_connect_provider"" ""github"" {
  count           = var.oidc_provider_exists ? 0 : 1
  client_id_list  = [""sts.amazonaws.com""]
  thumbprint_list = length(var.oidc_thumbprint_list) > 0 ? var.oidc_thumbprint_list : (var.oidc_provider_exists ? [] : [data.tls_certificate.github.certificates[0].sha1_fingerprint])
  url             = var.provider_url
  tags            = module.labels.tags
}

##-----------------------------------------------------------------------------
## Include the role resource and attachment here
##-----------------------------------------------------------------------------

resource ""aws_iam_role"" ""github"" {
  name = var.role_name
  tags = module.labels.tags
  assume_role_policy = var.custom_assume_role_policy != """" ? var.custom_assume_role_policy : jsonencode({
    Version = ""2012-10-17"",
    Statement = [
      {
        Effect = ""Allow"",
        Principal = {
          Federated = var.oidc_provider_exists ? data.aws_iam_openid_connect_provider.github[0].arn : aws_iam_openid_connect_provider.github[0].arn

        },
        Action = ""sts:AssumeRoleWithWebIdentity"",
        Condition = {
          StringEquals = {
            ""token.actions.githubusercontent.com:aud"" = ""sts.amazonaws.com""
          },
          ""ForAnyValue:StringLike"" = {
            ""token.actions.githubusercontent.com:sub"" = [
              for repo in var.oidc_github_repos : ""repo:${repo}:*""
            ]
          }
        }

      }
    ]
  })
}

##-----------------------------------------------------------------------------
## Include the iam role policy resource attachment here
##-----------------------------------------------------------------------------

resource ""aws_iam_role_policy_attachment"" ""github"" {
  count      = length(var.policy_arns)
  role       = aws_iam_role.github.name
  policy_arn = var.policy_arns[count.index]
}
",3133,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:06:19
main.tf,dod-iac/terraform-aws-sagemaker-iam-role,main.tf,"/**
 * ## Usage
 *
 * Creates an IAM Role for use as a SageMaker service role that can use any KMS key.
 *
 * ```hcl
 * module ""sagemaker_iam_role"" {
 *   source = ""dod-iac/sagemaker-iam-role/aws""
 *
 *   name = ""sagemaker-iam-role""
 *   keys = [""*""]
 *   tags = {
 *     Automation  = ""Terraform""
 *   }
 * }
 * ```
 *
 * ## Terraform Version
 *
 * Terraform 0.13. Pin module version to ~> 1.0.0 . Submit pull-requests to main branch.
 *
 * Terraform 0.11 and 0.12 are not supported.
 *
 * ## License
 *
 * This project constitutes a work of the United States Government and is not subject to domestic copyright protection under 17 USC § 105.  However, because the project utilizes code licensed from contributors and other third parties, it therefore is licensed under the MIT License.  See LICENSE file for more information.
 */

data ""aws_partition"" ""current"" {}

data ""aws_iam_policy_document"" ""assume_role_policy"" {
  statement {
    effect  = ""Allow""
    actions = [""sts:AssumeRole""]
    principals {
      type = ""Service""
      identifiers = [
        ""sagemaker.amazonaws.com""
      ]
    }
  }
}

resource ""aws_iam_role"" ""main"" {
  name               = var.name
  description        = var.description
  assume_role_policy = length(var.assume_role_policy) > 0 ? var.assume_role_policy : data.aws_iam_policy_document.assume_role_policy.json
  tags               = var.tags
}

resource ""aws_iam_role_policy_attachment"" ""aws_sagemaker_service_role"" {
  role       = aws_iam_role.main.name
  policy_arn = format(""arn:%s:iam::aws:policy/AmazonSageMakerFullAccess"", data.aws_partition.current.partition)
}

data ""aws_iam_policy_document"" ""main"" {

  statement {
    sid = ""Decrypt""
    actions = [
      ""kms:Decrypt"",
    ]
    effect    = length(var.keys) > 0 ? ""Allow"" : ""Deny""
    resources = length(var.keys) > 0 ? var.keys : [""*""]
  }

}

resource ""aws_iam_policy"" ""main"" {
  name        = length(var.policy_name) > 0 ? var.policy_name : format(""%s-policy"", var.name)
  description = length(var.policy_description) > 0 ? var.policy_description : format(""The policy for %s."", var.name)
  policy      = data.aws_iam_policy_document.main.json
}

resource ""aws_iam_role_policy_attachment"" ""main"" {
  role       = aws_iam_role.main.name
  policy_arn = aws_iam_policy.main.arn
}
",2283,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:06:21
eks-assume-role-policy.tf,cloudposse-terraform-components/aws-iam-role,src\eks-assume-role-policy.tf,"# EKS OIDC / IRSA support for IAM roles
# Allows Kubernetes service accounts to assume this IAM role

variable ""eks_oidc_provider_enabled"" {
  type        = bool
  description = ""Enable EKS OIDC provider for IRSA (IAM Roles for Service Accounts)""
  default     = false
}

variable ""eks_oidc_provider_arn"" {
  type        = string
  description = <<-EOT
    ARN of the EKS OIDC provider. Required when eks_oidc_provider_enabled is true.
    Format: arn:aws:iam::<account-id>:oidc-provider/oidc.eks.<region>.amazonaws.com/id/<cluster-id>
    EOT
  default     = """"

  validation {
    condition     = !var.eks_oidc_provider_enabled || var.eks_oidc_provider_arn != """"
    error_message = ""eks_oidc_provider_arn must be set if EKS OIDC provider is enabled""
  }
}

variable ""eks_oidc_issuer_url"" {
  type        = string
  description = <<-EOT
    The OIDC issuer URL from the EKS cluster (without https:// prefix).
    Format: oidc.eks.<region>.amazonaws.com/id/<cluster-id>
    If not specified, it will be derived from eks_oidc_provider_arn.
    EOT
  default     = """"
}

variable ""eks_oidc_audience"" {
  type        = list(string)
  description = <<-EOT
    The expected `aud` (audience) claims on OIDC tokens presented when assuming this role.
    Defaults to `[""sts.amazonaws.com""]`, which is what AWS-managed EKS clusters use for IRSA.
    Foreign OIDC providers (third-party SaaS vendors whose EKS cluster federates into
    this account) may mint tokens with a different, vendor-specific audience — set this
    to match the `aud` claim(s) they issue. A list is accepted to support trust policies
    that need to accept tokens from multiple audiences (e.g., during an audience migration).
    EOT
  default     = [""sts.amazonaws.com""]
}

variable ""service_account_name"" {
  type        = string
  description = <<-EOT
    The name of the Kubernetes service account allowed to assume this role.
    Use '*' to allow any service account in the namespace.
    Defaults to module.this.name if not specified.
    EOT
  default     = null
}

variable ""service_account_namespace"" {
  type        = string
  description = <<-EOT
    The Kubernetes namespace of the service account allowed to assume this role.
    Defaults to module.this.name if not specified.
    EOT
  default     = null
}

locals {
  eks_oidc_enabled = local.enabled && var.eks_oidc_provider_enabled

  # Default service account namespace and name to module.this.name if not specified.
  # Only evaluated when eks_oidc_enabled is true, which guarantees module.this.name is non-empty.
  # coalesce() returns the first non-null, non-empty argument.
  service_account_namespace = local.eks_oidc_enabled ? coalesce(var.service_account_namespace, module.this.name) : """"
  service_account_name      = local.eks_oidc_enabled ? coalesce(var.service_account_name, module.this.name) : """"

  # Extract OIDC issuer URL from ARN if not explicitly provided
  # ARN format: arn:aws:iam::<account-id>:oidc-provider/<issuer-url>
  eks_oidc_issuer_url = local.eks_oidc_enabled ? coalesce(
    var.eks_oidc_issuer_url,
    try(regex(""oidc-provider/(.+)$"", var.eks_oidc_provider_arn)[0], """")
  ) : """"

  # Construct the subject claim for the service account
  # Format: system:serviceaccount:<namespace>:<service-account-name>
  eks_service_account_subject = local.eks_oidc_enabled ? ""system:serviceaccount:${local.service_account_namespace}:${local.service_account_name}"" : """"
}

data ""aws_iam_policy_document"" ""eks_oidc_provider_assume"" {
  count = local.eks_oidc_enabled ? 1 : 0

  statement {
    sid = ""EksOidcProviderAssume""
    actions = [
      ""sts:AssumeRoleWithWebIdentity"",
      ""sts:TagSession"",
    ]

    principals {
      type        = ""Federated""
      identifiers = [var.eks_oidc_provider_arn]
    }

    # Verify the audience claim matches what the OIDC provider issues
    # (defaults to `sts.amazonaws.com` for AWS-managed EKS / IRSA)
    condition {
      test     = ""StringEquals""
      variable = ""${local.eks_oidc_issuer_url}:aud""
      values   = var.eks_oidc_audience
    }

    # Restrict to specific namespace and service account
    # Use StringLike to support wildcards in service account name
    condition {
      test     = local.service_account_name == ""*"" ? ""StringLike"" : ""StringEquals""
      variable = ""${local.eks_oidc_issuer_url}:sub""
      values   = [local.eks_service_account_subject]
    }
  }
}

output ""eks_assume_role_policy"" {
  value       = local.eks_oidc_enabled ? one(data.aws_iam_policy_document.eks_oidc_provider_assume[*].json) : null
  description = ""JSON encoded string representing the EKS OIDC \""Assume Role\"" policy""
}

output ""eks_oidc_provider_arn"" {
  value       = local.eks_oidc_enabled ? var.eks_oidc_provider_arn : null
  description = ""ARN of the EKS OIDC provider (pass-through for reference)""
}

output ""eks_service_account_subject"" {
  value       = local.eks_service_account_subject
  description = ""The service account subject claim used in the trust policy""
}
",4984,False,High,Scoped resources with conditions; follows least-privilege,Checkov not installed,2026-06-14 20:06:24
github-assume-role-policy.tf,cloudposse-terraform-components/aws-iam-role,src\github-assume-role-policy.tf,"variable ""github_oidc_provider_enabled"" {
  type        = bool
  description = ""Enable GitHub OIDC provider""
  default     = false
}

variable ""trusted_github_repos"" {
  type        = list(string)
  description = <<-EOT
    A list of GitHub repositories allowed to access this role.
    Format is either ""orgName/repoName"" or just ""repoName"",
    in which case ""cloudposse"" will be used for the ""orgName"".
    Wildcard (""*"") is allowed for ""repoName"".
    EOT
  default     = []
}

variable ""trusted_github_org"" {
  type        = string
  description = ""The GitHub organization unqualified repos are assumed to belong to. Keeps `*` from meaning all orgs and all repos.""
  default     = """"
}

variable ""github_oidc_provider_arn"" {
  type        = string
  description = ""ARN of the GitHub OIDC provider""
  default     = """"

  validation {
    condition     = !local.github_oidc_enabled || var.github_oidc_provider_arn != """"
    error_message = ""github_oidc_provider_arn must be set if GitHub OIDC provider is enabled""
  }
}

locals {
  github_oidc_enabled = local.enabled && var.github_oidc_provider_enabled && length(var.trusted_github_repos) > 0

  trusted_github_repos_regexp = ""^(?:(?P<org>[^://]*)\\/)?(?P<repo>[^://]*):?(?P<constraint>.*)?$""
  trusted_github_repos_sub    = [for r in var.trusted_github_repos : regex(local.trusted_github_repos_regexp, r)]

  github_repos_sub = [
    for r in local.trusted_github_repos_sub : (
      r[""constraint""] == """" ?
      format(""repo:%s/%s:*"", coalesce(r[""org""], var.trusted_github_org), r[""repo""]) :
      startswith(r[""constraint""], ""ref:"") || startswith(r[""constraint""], ""environment:"") ?
      format(""repo:%s/%s:%s"", coalesce(r[""org""], var.trusted_github_org), r[""repo""], r[""constraint""]) :
      format(""repo:%s/%s:ref:refs/heads/%s"", coalesce(r[""org""], var.trusted_github_org), r[""repo""], r[""constraint""])
    )
  ]
}

data ""aws_iam_policy_document"" ""github_oidc_provider_assume"" {
  count = local.github_oidc_enabled ? 1 : 0

  statement {
    sid = ""OidcProviderAssume""
    actions = [
      ""sts:AssumeRoleWithWebIdentity"",
      ""sts:SetSourceIdentity"",
      ""sts:TagSession"",
    ]

    principals {
      type = ""Federated""

      identifiers = [var.github_oidc_provider_arn]
    }

    condition {
      test     = ""StringEquals""
      variable = ""token.actions.githubusercontent.com:aud""
      values   = [""sts.amazonaws.com""]
    }

    condition {
      test     = ""StringLike""
      variable = ""token.actions.githubusercontent.com:sub""

      values = local.github_repos_sub
    }
  }
}

output ""github_assume_role_policy"" {
  value       = local.github_oidc_enabled ? one(data.aws_iam_policy_document.github_oidc_provider_assume[*].json) : null
  description = ""JSON encoded string representing the \""Assume Role\"" policy configured by the inputs""
}
",2818,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:06:24
main.tf,cloudposse-terraform-components/aws-iam-role,src\main.tf,"locals {
  enabled = module.this.enabled

  # Convert policy_statements to a single policy document
  # Normalize the structure to match IAM policy document format (capitalized keys)
  # Combine all statements into one policy document
  policy_document_from_statements = length(var.policy_statements) > 0 ? {
    Version = ""2012-10-17""
    Statement = [
      for sid, stmt in var.policy_statements : merge(
        {
          # Map lowercase YAML keys to capitalized IAM policy keys
          for k, v in {
            Sid          = sid
            Effect       = stmt.effect
            Action       = stmt.actions
            NotAction    = stmt.not_actions
            Principal    = stmt.principal
            NotPrincipal = stmt.not_principal
            Condition    = stmt.condition
            Resource     = stmt.resources
            NotResource  = stmt.not_resources
          } : k => v if v != null
        }
      )
    ]
  } : null

  # Convert the single policy document to JSON string
  policy_document_from_statements_json = local.policy_document_from_statements != null ? jsonencode(local.policy_document_from_statements) : null

  # Merge policy_documents (JSON strings) with the single policy document from statements
  all_policy_documents = compact(concat(
    var.policy_documents,
    local.policy_document_from_statements_json != null ? [local.policy_document_from_statements_json] : []
  ))

  # Automatically set policy_document_count to 0 if all_policy_documents is empty
  # This prevents creating an invalid IAM policy with only a Version field
  policy_document_count = length(local.all_policy_documents) > 0 ? length(local.all_policy_documents) : 0
}

data ""aws_iam_policy_document"" ""assume_role_policy"" {
  count = local.enabled && (var.assume_role_policy != null || local.github_oidc_enabled || local.eks_oidc_enabled) ? 1 : 0

  # Merge assume_role_policy with GitHub OIDC and EKS OIDC policies if they exist
  source_policy_documents = compact([
    var.assume_role_policy,
    try(one(data.aws_iam_policy_document.github_oidc_provider_assume[*].json), null),
    try(one(data.aws_iam_policy_document.eks_oidc_provider_assume[*].json), null)
  ])
}

module ""role"" {
  source  = ""cloudposse/iam-role/aws""
  version = ""0.23.0""

  assume_role_policy       = var.assume_role_policy != null || local.github_oidc_enabled || local.eks_oidc_enabled ? one(data.aws_iam_policy_document.assume_role_policy[*].json) : null
  assume_role_actions      = var.assume_role_actions
  assume_role_conditions   = var.assume_role_conditions
  instance_profile_enabled = var.instance_profile_enabled
  managed_policy_arns      = var.managed_policy_arns
  max_session_duration     = var.max_session_duration
  path                     = var.path
  permissions_boundary     = var.permissions_boundary
  policy_description       = var.policy_description
  policy_document_count    = local.policy_document_count
  policy_documents         = local.all_policy_documents
  policy_name              = var.policy_name
  principals               = var.principals
  role_description         = var.role_description
  use_fullname             = var.use_fullname

  context = module.this.context
}
",3202,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:06:24
main.tf,jslopes8/terraform-aws-iam-roles,main.tf,"#####################################################################
#
# Data source, build block statement 
# for Assume Role Policy
data ""aws_iam_policy_document"" ""assume_role_policy"" {
    dynamic ""statement"" {
        for_each = var.assume_role_policy
        
        content {
            sid         = lookup(statement.value, ""sid"", null)
            effect      = lookup(statement.value, ""effect"", null)
            actions     = lookup(statement.value, ""actions"", null)
            resources   = lookup(statement.value, ""resources"", null)

        dynamic ""condition"" {
          for_each = length(keys(lookup(statement.value, ""condition"", {}))) == 0 ? [] : [lookup(statement.value, ""condition"", {})]
          content {
            test      = lookup(condition.value, ""test"", null)
            variable  = lookup(condition.value, ""variable"", null)
            values    = lookup(condition.value, ""values"", null)
            
          }
        }

        dynamic ""principals"" {
          for_each = length(keys(lookup(statement.value, ""principals"", {}))) == 0 ? [] : [lookup(statement.value, ""principals"", {})]
          content {
            type        = lookup(principals.value, ""type"", null)
            identifiers = lookup(principals.value, ""identifiers"", null)
          }
        }
      }
    }
}
#####################################################################
#
# IAM Role
resource ""aws_iam_role"" ""main"" {
    count = var.create ? 1 : 0

    name        = var.name
    path        = var.path
    description = var.description

    assume_role_policy    = data.aws_iam_policy_document.assume_role_policy.json
    force_detach_policies = var.force_detach_policies
    max_session_duration  = var.max_session_duration

    tags    = var.default_tags
}
#####################################################################
#
# IAM Role Policy Attachment
resource ""aws_iam_role_policy_attachment"" ""main"" {
  count = var.create ? length(var.import_managed_policies) : 0

  role       = aws_iam_role.main.0.id
  policy_arn = lookup(var.import_managed_policies[count.index], ""policies_arn"", null)
}
#####################################################################
#
# Data source, build block statement 
# for IAM Policy
data ""aws_iam_policy_document"" ""policy_document"" {
    count   = var.create ? length(var.iam_policy) : 0

    dynamic ""statement"" {
        for_each = var.iam_policy
        
        content {
            sid         = lookup(statement.value, ""sid"", null)
            effect      = lookup(statement.value, ""effect"", null)
            actions     = lookup(statement.value, ""actions"", null)
            not_actions = lookup(statement.value, ""not_actions"", null)
            resources   = lookup(statement.value, ""resources"", null)

        dynamic ""condition"" {
          for_each = length(keys(lookup(statement.value, ""condition"", {}))) == 0 ? [] : [lookup(statement.value, ""condition"", {})]
          content {
            test      = lookup(condition.value, ""test"", null)
            variable  = lookup(condition.value, ""variable"", null)
            values    = lookup(condition.value, ""values"", null)
            
          }
        }

        dynamic ""principals"" {
          for_each = length(keys(lookup(statement.value, ""principals"", {}))) == 0 ? [] : [lookup(statement.value, ""principals"", {})]
          content {
            type        = lookup(principals.value, ""type"", null)
            identifiers = lookup(principals.value, ""identifiers"", null)
          }
        }
      }
    }
}
#####################################################################
#
# IAM Role Policy
resource ""aws_iam_role_policy"" ""main"" {
    count   = var.create ? 1 : 0

    name      = length(var.iam_policy) > 1 || var.use_num_suffix ? format(""%s-%d"", ""${var.name}-Policy"", count.index + 1) : ""${var.name}-Policy""
    role      = aws_iam_role.main.0.id
    policy    = element(data.aws_iam_policy_document.policy_document[*].json, count.index)
}",3984,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:06:26
main.tf,Smartbrood/terraform-aws-ec2-iam-role,main.tf,"resource ""aws_iam_instance_profile"" ""this"" {
  name = var.name
  role = aws_iam_role.this.name
  path = var.path
}

resource ""aws_iam_role"" ""this"" {
  name                  = var.name
  path                  = var.path
  description           = var.description
  force_detach_policies = var.force_detach_policies
  assume_role_policy    = data.aws_iam_policy_document.this.json
}

data ""aws_iam_policy_document"" ""this"" {
  statement {
    actions = [""sts:AssumeRole""]

    principals {
      type        = ""Service""
      identifiers = [""ec2.amazonaws.com""]
    }
  }
}

resource ""aws_iam_role_policy_attachment"" ""this"" {
  count      = length(var.policy_arn)
  role       = aws_iam_role.this.name
  policy_arn = var.policy_arn[count.index]
  depends_on = [var.depend_on]
}",773,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:06:31
